standard_property_name,possible_table_name,parent_table_name,node_name,node_category,node_subpart_type,asset_class
diaphragm_diameter_inlet,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
diaphragm_diameter_number_required,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
drain_to_skid_edge,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
drain_to_skid_edge,CONSTRUCTION,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
drain_to_skid_edge,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
drain_valve_supplied_by,CONSTRUCTION,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
drain_valve_supplied_by,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
drains_manifolded,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
drains_manifolded,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
drains_manifolded,CONSTRUCTION,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
gusset_support_required,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
gusset_support_required,CONSTRUCTION,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
gusset_support_required,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
hydrotest_oh_pump_as_assembly,CONSTRUCTION,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
hydrotest_oh_pump_as_assembly,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
liquid_end_jacket_required,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
machined_and_studded_connections,CONSTRUCTION,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
machined_and_studded_connections,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
machined_and_studded_connections_6_4_3_12,CONSTRUCTION,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
machined_and_studded_connections_6_4_3_12,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
machined_and_studded_connections_6_4_3_12,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
oh3_backpullout_lifting_device_required,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
oh3_backpullout_lifting_device_required,CONSTRUCTION,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
oh3_backpullout_lifting_device_required)_9_1_2_6,CONSTRUCTION,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
rotation,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
rotation,CONSTRUCTION,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
rotation_bolt_oh_3_4_5_pump_to_pad_foundation,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
rotation_bolt_oh_3_4_5_pump_to_pad_foundation,CONSTRUCTION,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
rotation_impellers_individually_secured,CONSTRUCTION,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
rotation_impellers_individually_secured,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
rotation_provide_soleplate_for_oh_3_4_5_pumps,CONSTRUCTION,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
rotation_provide_soleplate_for_oh_3_4_5_pumps,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
rotor_component_balance_to_iso_1940_g1_0,CONSTRUCTION,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
rotor_component_balance_to_iso_1940_g1_0,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
rotor_first_critical_speed_wet_multi_stage_pumps_only,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
rotor_first_critical_speed_wet_multi_stage_pumps_only,CONSTRUCTION,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
rotor_shaft_flexibility_index_sfi,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
rotor_shaft_flexibility_index_sfi,CONSTRUCTION,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
rotor_shrink_fit_limited_movement_impellers,CONSTRUCTION,,construction_accessories,primary_equipments,asset,pump
rotor_shrink_fit_limited_movement_impellers,CONSTRUCTION,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
