client_property_name,standard_property_name,possible_table_name,parent_table_name,,node_name,node_category,node_subpart_type,asset_class,reasoning,used_tool,,,,,,Document Name
Tube Type,tube_type,GEOMETRY,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
ANCHOR BOLTS,anchor_bolts,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Anchor Bolts,anchor_bolts,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9437_0.pdf"
Baffles,baffles,MATERIAL_OF_CONSTRUCTION,MECHANICAL NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
BAFFLES,baffles,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9437_0.pdf"
Baffles,baffles,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3315_0.pdf
Bolting External (Nuts),bolting_external_nuts,MATERIAL_OF_CONSTRUCTION,MECHANICAL NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf"
BOLTING EXTERNAL (NUTS),bolting_external_nuts,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3315_0.pdf
Bolting External (Stud Bolts / Nuts),bolting_external_stud_bolts_nuts,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
Bolting External (Stud Bolts / Nuts) Shell Side Nozzles,bolting_external_stud_bolts_and_nuts_shell_side_nozzles,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Bolting External (Stud Bolts / Nuts) Top Tubesheet,bolting_external_stud_bolts_and_nuts_top_tubesheet,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Bolting External (Stud Bolts),bolting_external_stud_bolts,MATERIAL_OF_CONSTRUCTION,MECHANICAL NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf"
BOLTING EXTERNAL (STUD BOLTS),bolting_external_stud_bolts,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3315_0.pdf
Bolting External (Stud Bolts/ Nuts),bolting_external_stud_bolts_nuts,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9437_0.pdf"
Bolting External Bottom Tubesheet,bolting_external_bottom_tube_sheet,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Bolting External Nuts,bolting_external_nuts,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9437_0.pdf
Bolting External Tube Side Nozzles,bolting_external_tube_side_nozzles,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Channel,channel,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Channel Cover,channel_cover,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Channel/Channel Cover,channel_and_channel_cover,MATERIAL_OF_CONSTRUCTION,MECHANICAL NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3315_0.pdf
Deleted,deleted,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9352_2.pdf"
Floating Head Cover,floating_head_cover,MATERIAL_OF_CONSTRUCTION,MECHANICAL NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
Floating Head Cover,floating_head_cover,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3315_0.pdf
Forgings,forgings,MATERIAL_OF_CONSTRUCTION,MECHANICAL NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf"
FORGINGS,forgings,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9437_0.pdf
Forgings,forgings,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3315_0.pdf
Forgings / Girth Flanges,forgings_girth_flanges,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Forgings / Girth Flanges Shell,forgings_and_girth_flanges_shell,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Forgings / Girth Flanges: Shell Side,forgings_girth_flanges_shell_side,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
Forgings / Girth Flanges: Tube Side,forgings_girth_flanges_tube_side,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
"Gasket External (Nozzle Flange, Above 2"" and Upto 24"")",gasket_external_nozzle_flange_above_2_inches_and_upto_24_inches,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
"Gasket External (Nozzle Flange, Upto 2"")",gasket_external_nozzle_flange_upto_2_inches,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Gasket External (Shell Side Nozzle Flange),gasket_external_shell_side_nozzle_flange,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Gasket External (Shell Side Nozzle Flange),gasket_external_shell_side_nozzle_flange,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9437_0.pdf
Gasket External (Tube Side Nozzle Flange),gasket_external_tube_side_nozzle_flange,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Gasket External (Tube Side Nozzle Flange),gasket_external_tube_side_nozzle_flange,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9437_0.pdf
Gaskets External,gaskets_external,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
"Gaskets External (Girth Flanges >24"")",gaskets_external_girth_flanges_greater_than_24_inches,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3316_0.pdf
GASKETS EXTERNAL (GIRTH FLANGES),gaskets_external_girth_flanges,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Gaskets External (Girth Flanges),gaskets_external_girth_flanges,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9437_0.pdf"
"Gaskets External (Nozzle / Girth Flanges ≤24"")",gaskets_external_nozzle_and_girth_flanges_less_than_or_equal_to_24_inches,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3316_0.pdf
"Gaskets External (Nozzle >24"")",gaskets_external_nozzle_greater_than_24_inches,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3316_0.pdf
GASKETS EXTERNAL (NOZZLE FLANGES),gaskets_external_nozzle_flanges,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9412_0.pdf"
Gaskets External (Nozzle Flanges) (Both Shell Side and Tube Side),gaskets_external_nozzle_flanges_both_shell_side_and_tube_side,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Gaskets External (Nozzles-Shell Side),gaskets_external_nozzles_shell_side,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Gaskets External (Nozzles-Tube Side),gaskets_external_nozzles_tube_side,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Girth Flanges,girth_flanges,MATERIAL_OF_CONSTRUCTION,MECHANICAL NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf"
GIRTH FLANGES,girth_flanges,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9437_0.pdf
Girth Flanges,girth_flanges,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3315_0.pdf
Heating Element,heating_element,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Impingement Rods,impingement_rods,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Main Flange Gasket Contact Surfaces,main_flange_gasket_contact_surfaces,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
Nozzle Flanges,nozzle_flanges,MATERIAL_OF_CONSTRUCTION,MECHANICAL NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf"
NOZZLE FLANGES,nozzle_flanges,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9437_0.pdf
Nozzle Flanges,nozzle_flanges,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3315_0.pdf
Nozzle Flanges / Pipes,nozzle_flanges_pipes,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Nozzle Flanges / Pipes : Shell Side,nozzle_flanges_pipes_shell_side,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
Nozzle Flanges / Pipes : Tube Side,nozzle_flanges__pipes_tube_side,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
Nozzle Flanges/Pipes Shell,nozzle_flanges_pipes_shell,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Nozzle Flanges/Pipes Tube,nozzle_flanges_pipes_tube,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Nozzle Pipes,nozzle_pipes,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9427_0.pdf
Nozzle Pipes,nozzle_pipes,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9437_0.pdf
Other Internals,other_internals,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Pipes,pipes,MATERIAL_OF_CONSTRUCTION,MECHANICAL NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf"
PIPES,pipes,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3315_0.pdf
Reinforcing Plates,reinforcing_plates,MATERIAL_OF_CONSTRUCTION,MECHANICAL NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf"
REINFORCING PLATES,reinforcing_plates,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9437_0.pdf"
Reinforcing Plates,reinforcing_plates,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3315_0.pdf
Reinforcing Plates Shell,reinforcing_plates_shell,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Reinforcing Plates Tube),reinforcing_plates_tube,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Reinforcing Plates: Shell Side,reinforcing_plates_shell_side,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
Reinforcing Plates: Tube Side,reinforcing_plates_tube_side,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
Sealing,sealing,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
Sheath,sheath,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
SHELL,shell,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Shell,shell,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9437_0.pdf
Shell / Shell Cover,shell_and_shell_cover,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Shell / Shell Cover,shell_shell_cover,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9427_0.pdf
Shell / Shell Cover,shell_shell_cover,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Shell & Shell Cover,shell_and_shell_cover,MATERIAL_OF_CONSTRUCTION,MECHANICAL NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3315_0.pdf
Shell Cover,shell_cover,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9437_0.pdf
Shell/ Shell Cover,shell_cover,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Sliding Strips,sliding_strips,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
Spacers,spacers,MATERIAL_OF_CONSTRUCTION,MECHANICAL NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
SPACERS,spacers,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9437_0.pdf
Spacers,spacers,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3315_0.pdf
SUPPORTS,supports,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Supports,supports,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9437_0.pdf"
Tie Rods,tie_rods,MATERIAL_OF_CONSTRUCTION,MECHANICAL NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
TIE RODS,tie_rods,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9437_0.pdf
Tie Rods,tie_rods,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3315_0.pdf
Tie Rods/Spacers,tie_rods_spacers,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Tie Spacers,tie_spacers,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9427_0.pdf
Tube Side Partition Plate,tube_side_partition_plate,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
TUBES,tubes,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Tubes,tubes,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9437_0.pdf"
Tubesheet,tube_sheet,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3407_0.pdf"
TUBESHEET,tubesheet,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-S000E3316_0.pdf"
Tubesheet,tubesheet,MATERIAL_OF_CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9437_0.pdf"
Tubesheet 2,tubesheet_2,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Tubesheet 5,tubesheet_5,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Tubesheets,tube_sheets,MATERIAL_OF_CONSTRUCTION,MECHANICAL NOTES,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3315_0.pdf
Bonnet,bonnet,MATERIALS OF CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
