client_property_name,standard_property_name,possible_table_name,parent_table_name,,node_name,node_category,node_subpart_type,asset_class,reasoning,used_tool,,,,,,Document Name
Remarks,remarks,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-S000E3190_1.pdf"
Rho-V2-Bundle Entrance,rho_v2_bundle_entrance,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Rho-V2-Bundle Entrance,rho_velocity_bundle_entrance,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3316_0.pdf
Rho-V2-Bundle Entrance,rho_velocity_squared_bundle_entrance,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Rho-V2-Bundle Exit,rho_v2_bundle_exit,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Rho-V2-Bundle Exit,rho_velocity_bundle_exit,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3316_0.pdf
Rho-V2-Bundle Exit,rho_velocity_squared_bundle_exit,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Rho-V2-Inlet Nozzle,rho_v2_inlet_nozzle,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Rho-V2-Inlet Nozzle,rho_velocity_squared_inlet_nozzle,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Seal Type,seal_type,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Shell,shell,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Shell Cover,shell_cover,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Shell Filled with Water Weight,shell_filled_with_water_weight,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3315_0.pdf
Shell ID,shell_inner_diameter,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Shell Material,shell_material,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3190_1.pdf"
Shell OD,shell_outer_diameter,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Supports-Tube,supports_tube,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Supports-Tube,tube_supports,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9412_0.pdf
Supports-Tube Seal Type,tube_supports_seal_type,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3190_1.pdf
Supports-Tube Type,tube_supports_type,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3190_1.pdf
Supports-Type,supports_type,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Supports-U-Bend,supports_u_bend,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
TEMA Class,tema_class,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Test Pressure,test_pressure,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Thk(Min.),minimum_thickness,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9412_0.pdf
Thk(Min),thickness_minimum,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9362_3.pdf"
Tube Length,tube_length,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Tube Material,tube_material,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Tube No.,tube_number,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Tube OD,tube_outer_diameter,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Tube pattern,tube_pattern,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Tube Pitch,tube_pitch,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Tube Thk.(Min.),tube_thickness_minimum,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Tube Type,tube_type,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Tube Type by Vendor,tube_type_by_vendor,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Tube-Tubesheet Joint,tube_tubesheet_joint,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Tubesheet-Floating,floating_tubesheet,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Tubesheet-Floating,tubesheet_floating,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-S000E3190_1.pdf"
Tubesheet-Stationary,stationary_tubesheet,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Tubesheet-Stationary,tubesheet_stationary,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-S000E3190_1.pdf"
U-Bend,u_bend,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Weight/Bundle,weight_bundle,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3190_1.pdf"
Weight/Bundle,weight_per_bundle,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Weight/Shell,shell_weight,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Weight/Shell,weight_per_shell,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3316_0.pdf"
Weight/Shell,weight_shell,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Weight/Shell,weight_shell_,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3407_0.pdf
Weight/Shell Filled with Water,weight_per_shell_filled_with_water,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Weight/Shell Filled with Water,weight_shell_filled_with_water,CONSTRUCTION OF ONE SHELL,,,subparts,primary_equipments,"shell side, tube side",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Contact arrangement: CO,contact_arrangement_changeover,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Contact arrangement: NC,contact_arrangement_normally_closed,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Contact arrangement: No,contact_arrangement_normally_open,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Contact rating: AC A,contact_rating_ac_ampere,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Contact rating: AC V,contact_rating_ac_volt,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Contact rating: DC A,contact_rating_dc_ampere,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Contact rating: DC V,contact_rating_dc_volt,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Control range,control_range,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Flange finish,flange_finish,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Flange rating,flange_rating,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Flange size,flange_size,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Included in supply: No,included_in_supply_no,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Included in supply: Yes,included_in_supply_yes,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Make,make,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Separate mounting flange: No,separate_mounting_flange_no,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Separate mounting flange: Yes,separate_mounting_flange_yes,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Setting off,setting_off,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Setting on,setting_on,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Switching of thermostat: direct,switching_of_thermostat_direct,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Switching of thermostat: Indirect,switching_of_thermostat_indirect,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Tag number,tag_number,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Type,type,CONTROL THERMOSTAT,,,instrumentation,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Address,address,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Company,company,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
Company Identification Code,company_identification_code,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
Connected In,connected_inlet,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9427_0.pdf"
Connected In Parallel,connected_in_parallel,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Connected In Parallel,connected_inlet_parallel,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Connected In Series,connected_in_series,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Connected In Series,connected_inlet_series,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Connected Series,connected_series,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3316_0.pdf
Contractor,contractor,DESCRIPTION,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9352_2.pdf
