client_property_name,standard_property_name,possible_table_name,parent_table_name,,node_name,node_category,node_subpart_type,asset_class,reasoning,used_tool,,,,,,,,Document Name
Tube No./Bundle,tube_number_per_bundle,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Tube outside diameter,tube_outside_diameter,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Tube Pitch,tube_pitch,"DESIGN,MATERIAL, AND CONSTRUCTION",,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
"ASME Code, Sec. VIII, Div. 1",asme_code_section_viii_division_1,FIN,"Design, Material, and Construction",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
"ASME Code, Sec. VIII, Div. 1",asme_code_section_viii_division_1,FIN,"DESIGN, MATERIAL AND CONSTRUCTION",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3630_1.pdf
Customer Specifications,customer_specifications,FIN,"Design, Material, and Construction",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Customer Specifications,customer_specifications,FIN,"DESIGN, MATERIAL AND CONSTRUCTION",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3630_1.pdf
Fin density,fin_density,FIN,"Design, Material, and Construction",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Fin density,fin_density,FIN,"DESIGN, MATERIAL AND CONSTRUCTION",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3630_1.pdf
Material,material,FIN,"Design, Material, and Construction",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Material,material,FIN,"DESIGN, MATERIAL AND CONSTRUCTION",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3630_1.pdf
Outside diameter,outside_diameter,FIN,"Design, Material, and Construction",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Outside diameter,outside_diameter,FIN,"DESIGN, MATERIAL AND CONSTRUCTION",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3630_1.pdf
Selection temp.,selection_temperature,FIN,"Design, Material, and Construction",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Selection temp.,selection_temperature,FIN,"DESIGN, MATERIAL AND CONSTRUCTION",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3630_1.pdf
Thickness,thickness,FIN,"Design, Material, and Construction",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Thickness,thickness,FIN,"DESIGN, MATERIAL AND CONSTRUCTION",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3630_1.pdf
Type,type,FIN,"Design, Material, and Construction",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Type,type,FIN,"DESIGN, MATERIAL AND CONSTRUCTION",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Type,type_extruded,FIN,"Design, Material, and Construction",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3630_1.pdf
Gasket material,gasket_material,HEADER,"Design, Material, and Construction",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Gasket material,gasket_material,HEADER,"DESIGN, MATERIAL AND CONSTRUCTION",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3630_1.pdf
Plug material,plug_material,HEADER,"Design, Material, and Construction",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Plug material,plug_material,HEADER,"DESIGN, MATERIAL AND CONSTRUCTION",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3630_1.pdf
Slope,slope,HEADER,"Design, Material, and Construction",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Slope,slope,HEADER,"DESIGN, MATERIAL AND CONSTRUCTION",,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3630_1.pdf
Flow Rate,flow_rate,LIQUID PROPERTIES,OPEARATING CASES STREAM DESCRIPTION 337 FROM E-3303 TO D-3104,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3303_2.pdf"
Flow Rate,flow_rate,LIQUID PROPERTIES,OPERATING CASES STREAM DESCRIPTION 313 FROM E-3307 TO T-3400,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3307_2.pdf"
Flow Rate,flow_rate,LIQUID PROPERTIES,OPEARATING CASES STREAM DESCRIPTION 312 FRM D-3305 TO E-3307,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3307_2.pdf"
Flow Rate (gal/min),flow_rate_gallons_per_minute,LIQUID PROPERTIES,OPERATING CASES STREAM DESCRIPTION 334 FROM MIXER TO E-3303,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3303_2.pdf
Flow Rate (lb/hr),flow_rate_pounds_per_hour,LIQUID PROPERTIES,OPERATING CASES STREAM DESCRIPTION 334 FROM MIXER TO E-3303,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3303_2.pdf
Liquid Act. Density,liquid_actual_density,LIQUID PROPERTIES,OPERATING CASES STREAM DESCRIPTION 334 FROM MIXER TO E-3303,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3303_2.pdf
Liquid Act. Density,liquid_actual_density,LIQUID PROPERTIES,OPEARATING CASES STREAM DESCRIPTION 337 FROM E-3303 TO D-3104,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3303_2.pdf
Liquid Act. Density,liquid_actual_density,LIQUID PROPERTIES,OPERATING CASES STREAM DESCRIPTION 313 FROM E-3307 TO T-3400,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Liquid Act. Density,liquid_actual_density,LIQUID PROPERTIES,OPEARATING CASES STREAM DESCRIPTION 312 FRM D-3305 TO E-3307,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Liquid CP,liquid_specific_heat_capacity,LIQUID PROPERTIES,OPERATING CASES STREAM DESCRIPTION 334 FROM MIXER TO E-3303,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3303_2.pdf
Liquid CP,liquid_specific_heat_capacity,LIQUID PROPERTIES,OPEARATING CASES STREAM DESCRIPTION 337 FROM E-3303 TO D-3104,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3303_2.pdf
Liquid CP,liquid_specific_heat_capacity,LIQUID PROPERTIES,OPEARATING CASES STREAM DESCRIPTION 312 FRM D-3305 TO E-3307,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Liquid Molecular Weight,liquid_molecular_weight,LIQUID PROPERTIES,OPERATING CASES STREAM DESCRIPTION 334 FROM MIXER TO E-3303,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3303_2.pdf
Liquid Molecular Weight,liquid_molecular_weight,LIQUID PROPERTIES,OPEARATING CASES STREAM DESCRIPTION 337 FROM E-3303 TO D-3104,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3303_2.pdf
Liquid Molecular Weight,liquid_molecular_weight,LIQUID PROPERTIES,OPERATING CASES STREAM DESCRIPTION 313 FROM E-3307 TO T-3400,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Liquid Molecular Weight,liquid_molecular_weight,LIQUID PROPERTIES,OPEARATING CASES STREAM DESCRIPTION 312 FRM D-3305 TO E-3307,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Liquid Surface Tension,liquid_surface_tension,LIQUID PROPERTIES,OPERATING CASES STREAM DESCRIPTION 334 FROM MIXER TO E-3303,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3303_2.pdf
Liquid Surface Tension,liquid_surface_tension,LIQUID PROPERTIES,OPEARATING CASES STREAM DESCRIPTION 337 FROM E-3303 TO D-3104,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3303_2.pdf
Liquid Surface Tension,liquid_surface_tension,LIQUID PROPERTIES,OPERATING CASES STREAM DESCRIPTION 313 FROM E-3307 TO T-3400,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Liquid Surface Tension.,liquid_surface_tension,LIQUID PROPERTIES,OPEARATING CASES STREAM DESCRIPTION 312 FRM D-3305 TO E-3307,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Liquid Therm. Cond.,liquid_thermal_conductivity,LIQUID PROPERTIES,OPERATING CASES STREAM DESCRIPTION 334 FROM MIXER TO E-3303,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3303_2.pdf
Liquid Therm. Cond.,liquid_thermal_conductivity,LIQUID PROPERTIES,OPEARATING CASES STREAM DESCRIPTION 337 FROM E-3303 TO D-3104,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3303_2.pdf
Liquid Therm. Cond.,liquid_thermal_conductivity,LIQUID PROPERTIES,OPERATING CASES STREAM DESCRIPTION 313 FROM E-3307 TO T-3400,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Liquid Therm. Cond.,liquid_thermal_conductivity,LIQUID PROPERTIES,OPEARATING CASES STREAM DESCRIPTION 312 FRM D-3305 TO E-3307,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Liquid Viscosity,liquid_viscosity,LIQUID PROPERTIES,OPERATING CASES STREAM DESCRIPTION 334 FROM MIXER TO E-3303,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3303_2.pdf
Liquid Viscosity,liquid_viscosity,LIQUID PROPERTIES,OPEARATING CASES STREAM DESCRIPTION 337 FROM E-3303 TO D-3104,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3303_2.pdf
Liquid Viscosity,liquid_viscosity,LIQUID PROPERTIES,OPERATING CASES STREAM DESCRIPTION 313 FROM E-3307 TO T-3400,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Liquid Viscosity,liquid_viscosity,LIQUID PROPERTIES,OPEARATING CASES STREAM DESCRIPTION 312 FRM D-3305 TO E-3307,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Liquid_Cp,liquid cp,LIQUID PROPERTIES,OPERATING CASES STREAM DESCRIPTION 313 FROM E-3307 TO T-3400,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Viscosity Corrected,viscosity_corrected,LIQUID PROPERTIES,OPERATING CASES STREAM DESCRIPTION 334 FROM MIXER TO E-3303,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3303_2.pdf
Viscosity Corrected,viscosity_corrected,LIQUID PROPERTIES,OPEARATING CASES STREAM DESCRIPTION 337 FROM E-3303 TO D-3104,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3303_2.pdf
Viscosity Corrected,viscosity_corrected,LIQUID PROPERTIES,OPERATING CASES STREAM DESCRIPTION 313 FROM E-3307 TO T-3400,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Viscosity Corrected,viscosity_corrected,LIQUID PROPERTIES,OPEARATING CASES STREAM DESCRIPTION 312 FRM D-3305 TO E-3307,,process_fluids,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Anchor Bolts,anchor_bolts,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf"
Bolting External (Stud Bolts/ Nuts),bolting_external_stud_bolts_nuts,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-S000E3307_2.pdf"
Bolting External: Nuts,bolting_external_nuts,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf"
Bolting External: Stud Bolts,bolting_external_stud_bolts,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf"
Flanges,flanges,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf"
Flanges / Pipes,flanges_pipes,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Gaskets External,gaskets_external,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf"
Pipes,pipes,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf"
Reinforcing Plates,reinforcing_plates,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf"
Structural Steel,structural_steel,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf"
Supports,supports,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf"
Supports / Structural Steel,supports_structural_steel,MATERIAL_OF_CONSTRUCTION,NOTES,,materials,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Driver Cycle,driver_cycle,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Driver Driver,driver_driver,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Driver Enclosure,driver_enclosure,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Driver Fan noise level,driver_fan_noise_level,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Driver Manufacturer,driver_manufacturer,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Driver No./Bay,driver_no./bay,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Driver Phase,driver_phase,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Driver RPM,driver_rotations_per_minute,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Driver Service factor,driver_service_factor,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Driver Type,driver_type,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Driver Voltage,driver_voltage,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Fan Angle,fan_angle,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Fan BHP@design temp,fan_brake_horsepower_at_design_temperature,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Fan BHP@min. ambient temp,fan_brake_horsepower_at_minimum_ambient_temperature,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Fan Blade material,fan_blade_material,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Fan Diameter,fan_diameter,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Fan Hub material,fan_hub_material,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Fan Manufacturer,fan_manufacturer,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Fan No. of blades,fan_number_of_blades,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Fan No./Bay,fan_number_of_bays,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-S000E3303_2.pdf"
Fan Pitch adjustment,fan_pitch_adjustment,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Fan RPM,fan_rotations_per_minute,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Fan Tip speed,fan_tip_speed,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Speed Reducer Enclosure,speed_reducer_enclosure,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Speed Reducer Manufacturer,speed_reducer_manufacturer,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Speed Reducer No./Bay,speed_reducer_number_of_bays,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-S000E3303_2.pdf"
Speed Reducer Service factor,speed_reducer_service_factor,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Speed Reducer Speed ratio,speed_reducer_speed_ratio,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Speed Reducer Support,speed_reducer_support,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Speed Reducer Type,speed_reducer_type,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Speed Reducer Vib. switch,speed_reducer_vibration_switch,MECHANICAL EQUIPMEMT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9360_1.pdf
Driver,driver,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-S000E3307_2.pdf
Driver - No./Bay,driver_number_per_bay,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,BCEP-CE-SE-L000E9612_0.pdf
Driver - RPM,driver_revolutions_per_minute,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Driver Cycle,driver_cycle,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Driver Driver,driver_driver,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Driver Enclosure,driver_enclosure,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Driver Fan noise level,driver_fan_noise_level,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Driver Manufacturer,driver_manufacturer,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Driver No./Bay,driver_number_bay,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-S000E3303_2.pdf"
Driver No./Bay,driver_number_or_bay,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Driver Phase,driver_phase,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
Driver RPM,driver_rotations_per_minute,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-S000E3307_2.pdf"
Driver Service factor,driver_service_factor,MECHANICAL EQUIPMENT,,,construction_accessories,primary_equipments,,heat_exchanger_air_cooled,,,,,,,,,,"BCEP-CE-SE-L000E9405_2.pdf, BCEP-CE-SE-L000E9612_0.pdf, BCEP-CE-SE-S000E3303_2.pdf, BCEP-CE-SE-S000E3307_2.pdf, BCEP-CE-SE-S000E3630_1.pdf"
